gene	bimodality_coeff	ashman_d	mean_expr	std_expr	frac_nonzero	circuit_class
ZNF562	0.7509028301883308	4.552945606569856	0.2603438563285716	0.39066587526441554	0.33719951360957817	
FBXL12	0.8196242730109303	4.940023159958791	0.17847017238352608	0.32939920530989114	0.24553362641474138	
UBL5	0.4084670593958837	2.265638163976965	1.6690439053708739	0.4835992896630584	0.9777382845383967	
PIN1	0.4685731326759165	2.6287265306974597	0.9657226649084837	0.539471757225558	0.839958843887382	
SHFL	0.9092690278946228	5.549355166678139	0.060617671833369774	0.20148391131204085	0.08839210550930689	
PPAN	0.513469604122306	2.9981743324451435	0.7275232966615	0.542511640547098	0.7135908708259283	
EIF3G	0.4110991888241929	2.254514413222806	1.6166187972500126	0.47495793015324655	0.97465157609204	I
DNMT1	0.4676974179879816	2.5426203853542995	1.1471191339979043	0.5604544634747308	0.8874754466373586	
MRPL4	0.47597312528780555	2.5146856245564333	1.1307414100018356	0.5459357741038873	0.8874754466373586	
ICAM1	0.7711051377253914	4.280988772508402	0.09740780122726028	0.26158493445221803	0.1350668786830044	
ICAM4	0.8692008204146454	4.8751441710037495	0.08813347033768276	0.24775051604951293	0.12178467870171172	
FDX2	0.6328755917800234	4.368451930812591	0.40181157557721875	0.4549467443943444	0.4841455429800767	
RAVER1	0.7119162333174122	4.583325602128401	0.3054707503576844	0.40897472016108394	0.3921990459264802	
ICAM3	0.8241341620323789	4.9729294901950665	0.17226583338403767	0.32479466387062184	0.23730240389112336	
TYK2	0.8767407438481897	5.235916494337132	0.11216867351987378	0.26725623676325705	0.16069591244972406	
CDC37	0.4661467485992633	2.551207845463014	1.0913710382133437	0.5445164515000487	0.8791506874941539	
PDE4A	0.7735518854441696	4.54321842798754	0.20212518291274445	0.3511072179374329	0.2730333925731924	
KEAP1	0.644737067011997	4.3720322995335374	0.39201360657610995	0.4506501010712834	0.47582078383687215	
ATG4D	0.7856864343237813	4.675682449585775	0.21447799554106967	0.3582412462954744	0.2879992517070433	
KRI1	0.754932767577694	4.493953064425246	0.2544726760851422	0.3879996669155797	0.3305584136189318	
CDKN2D	0.8802197200298975	5.098632839501994	0.10208150604955592	0.25949128604538085	0.14432700402207463	
SLC44A2	0.863064019458414	4.9287814049686265	0.08498510985965912	0.23939975934906982	0.12112992236460575	
ILF3-DT	0.5923044810454065	4.001802048966995	0.4570168948143572	0.4922581594620986	0.5191282387054532	
ILF3	0.4376237089622798	2.332388991121322	1.4667574854363552	0.5139172869162673	0.9568796183705921	I
QTRT1	0.7661096606981392	4.712744957191305	0.24380388810900783	0.3767310185487021	0.3217659713777944	
DNM2	0.7054959619004144	4.461929854538845	0.30234481963492277	0.4133189284535319	0.38359367692451596	
TMED1	0.7725548826622061	4.737608753695635	0.23454729917484943	0.36873707582242615	0.31372182209334953	
CARM1	0.6658030676954594	4.456517310050318	0.33405367441456185	0.4261357632240596	0.4189505191282387	
YIPF2	0.8463804241590852	4.996875102496028	0.12903183967310788	0.2871427346325976	0.1814610419979422	
TIMM29	0.689314509229723	4.4209760134315745	0.32324665982387346	0.4212175703054706	0.4085679543541296	
SMARCA4	0.45563448316474375	2.4147344504747945	1.2493583260592551	0.5333524382878878	0.9193714339163782	
LDLR	0.6729323850239732	4.110114201271904	0.3275467469888551	0.440995937534114	0.39762416986250115	
SPC24	0.7653300689693824	4.5266198955597305	0.22466005648935952	0.3677628197259242	0.2982882798615658	
KANK2	0.8468060796274108	4.704571064222418	0.09281314493068041	0.25677721376447915	0.1259938265831073	
TMEM205	0.7972058444495354	4.656996037621755	0.1917022062233957	0.34489908771373934	0.2577869235805818	
PLPPR2	0.893099117630168	5.219415456263651	0.08096091160755464	0.23042761877945783	0.11794967729866243	
SWSAP1	0.8786300816357374	5.327384450903403	0.08782719734541272	0.23895836136187737	0.12739687587690582	
EPOR	0.8662900681230831	4.962578833825368	0.08261136522715284	0.23618746796800058	0.11785614067907586	
PRKCSH	0.5384816046528361	3.321267316821071	0.5705226252920239	0.5045542041077736	0.6243569357403423	
ECSIT	0.6297746584700875	4.397007167093513	0.40960713653042696	0.4547522470018315	0.49424749789542605	
CNN1	0.871834719346644	4.894654918526563	0.06722492195108065	0.21564381173897773	0.09596857169581892	
ELOF1	0.5225086921964036	3.195786894447659	0.6082615252584637	0.514712688757691	0.6474604807782247	
ACP5	0.7943082757336898	4.14645064463531	0.15052269340269303	0.3248958437561817	0.19726873070807222	
ZNF440	0.8781168712765174	5.132990955972797	0.08680927190224223	0.2416227356129119	0.1230006547563371	
ZNF700	0.8674090048158242	5.0847745911540105	0.09567649051604353	0.25171455173349006	0.13600224487887008	
ZNF433-AS1	0.8559203498602141	4.93672395677065	0.12549988166673084	0.28699680793061205	0.17369750257225705	
ZNF791	0.7291868929683903	4.376627339190925	0.26229109621910596	0.3935936031627621	0.3396314657188289	
MAN2B1	0.8372011901596306	4.906993941974723	0.1481757885227916	0.306547945838107	0.20512580675334394	
WDR83	0.865028301004782	5.190164065230898	0.1295468972189399	0.28584255156453253	0.18305116453091386	
WDR83OS	0.4302185586558807	2.499741840920375	1.128810407461486	0.5387231565592477	0.8958002057805631	
DHPS	0.6001867938260105	4.071320652332865	0.45964825595383374	0.4709158723791196	0.5395192217753251	
FBXW9	0.850033633548717	5.038006866502639	0.1385806603998454	0.2964813636775274	0.19343372930502292	
TNPO2	0.6885950130326165	4.352004852213824	0.3078113946037762	0.4162959560760048	0.3907959966326817	
TRIR	0.45730126545200367	2.3463065085688712	1.3571738680621461	0.5292106848201306	0.9363950986811337	
GET3	0.571164967169878	3.7700496293246917	0.49184522461216423	0.48180131169862284	0.5660836217379104	
HOOK2	0.804028051811518	4.771377558409057	0.1546358138969235	0.3140073793068606	0.21232812646150967	
JUNB	0.6666356220789462	3.559965352193529	0.2327305893292504	0.4062996601803044	0.28603498269572536	
PRDX2	0.39686810563669833	2.1881807223805683	1.9988246758882127	0.4685233540601502	0.987653166214573	
MAST1	0.8855839611499036	5.169941053278798	0.08519129151536736	0.23607343329649952	0.12384248433261622	
KLF1	0.6536294541791948	4.133072487044003	0.3958325568872428	0.4733218335902112	0.45973248526798244	
GCDH	0.6864001278677797	4.505079658364149	0.3422646228652953	0.4266259519229426	0.4301749134786269	
FARSA	0.506711803479879	2.931285324963744	0.7116385007300262	0.5270554127888772	0.7152745299784866	I
CALR	0.38593117027995977	2.1823389481614663	2.129339855038779	0.5071414454314622	0.9887756056496119	
RAD23A	0.4623115696268736	2.6013154772223746	1.08490119679604	0.565534839700862	0.868300439622112	
GADD45GIP1	0.3996064039760759	2.224026817984431	1.8418809182517986	0.4516958965737761	0.987653166214573	
LYL1	0.4762033827392881	2.66648435536954	0.9916588130566928	0.561343579664122	0.8369656720606117	
TRMT1	0.6488784100347034	4.441126805735457	0.4003361142552102	0.45109842204491174	0.48526798241511554	
NACC1	0.7083466968150418	4.543769863853639	0.3021320812592798	0.40679393097379263	0.38995416705640257	
STX10	0.6922319255721727	4.510262507315848	0.3191520693598099	0.4177181101108136	0.4048264895706669	
IER2	0.42372470753467123	2.6697433106165285	0.7424539750353802	0.6446991225893695	0.6856234215695445	
CCDC130	0.844146256952171	4.992520684389768	0.12615832880574157	0.28474851648374305	0.17725189411654663	
MRI1	0.8485214864277584	5.071330300201243	0.14491995925674334	0.3020577143071487	0.20166495182864091	
C19orf53	0.453711683321097	2.3905423562051724	1.2902418137303249	0.52512303474349	0.9301281451688336	
